,Message,Narrative,,,,
,Way to go #DFW3Day walkers-- You've got this! Interested in participating in the Susan G. Komen 3-Day next year? Register today! http://bit.ly/2WGC47N:=:https://secure3.convio.net/npt/site/SPageServer/,,,,,
,"In May 2018, this 36-year-old Olympic athlete felt something that wasn't right. By the end of the month, she knew her reality, stage 2 invasive ductal carcinoma. More about Kikkan Randall's journey, from treatment plans to family planning: https://nyti.ms/2SiEtlq",,,,,
,"Recognizing the signs and symptoms of metastatic breast cancer (MBC) can lead to earlier treatment, and might help prolong your life. Tune in to the latest episode of Real Pink to hear from MBC patient advocate Lynda Weatherby about what she wishes she had known about metastatic breast cancer symptoms as an early stage survivor https://apple.co/2LMAcsi",,,,,
,"These faces represent just a few of the more than 154,000 women and unknown number of men living with metastatic breast cancer. It’s #unacceptable that people fear losing their lives to breast cancer. In honor of all of the people currently facing this disease and those we’ve lost, please help us change this reality http://sgk.mn/2pi5wnW",,,,,
,You can’t miss this recording of our full Facebook Live: The Faces of Metastatic Breast Cancer. Six women and one man share their powerful stories about living with metastatic breast cancer. From a young woman diagnosed with metastatic disease while pregnant to a doctor who was robbed of her career by this deadly disease - you’ll hear it all. Please donate today to help women and men living with this terrible disease!,,,,,
,"We've had enough of metastatic breast cancer! Tune into our “The Faces of Metastatic Breast Cancer” Facebook Live THIS Thursday, October 10 at 6 PM ET. You’ll hear from seven incredible women who are living with MBC and are using their voices to ignite change! facebook.com/susangkomen",,,,,
,"When Brittany was 10 years old, her dad found a cyst on his chest. At first, doctors thought her dad had stage one breast cancer but it turned out to be metastatic. Toward the end of her dad’s life, Brittany’s mom found a lump on her breast and had to tell her daughter, “I have cancer too.” The fact that breast cancer took Brittany’s dad and then invaded her mom’s body, too, is #unacceptable http://sgk.mn/31YLfCc",,,,,
,Breast cancer took her mom. It also took her two aunts and two cousins. Then it came for her. But Felicia will do anything to be here for her family. Do you have a family history of breast cancer? http://sgk.mn/2mkP7hu,,,,,
,"""Sometimes a challenge can bring people together, even when that challenge is faced separately. Such is the case with friends Jennifer Steinmetz and Belinda Chavez... The two met during the Susan G. Komen 3-Day Walk in Dallas 2014, Chavez’s first time for the event, though Steinmetz had a few under her belt. They struck up a friendship that has grown since, as has their mission to help fight breast cancer."" http://bit.ly/2Hrjcn4 Are you participating in a 3-Day this year?",,,,,
,"These 35 year old identical twins were diagnosed with breast cancer just weeks apart from each other. ""I was in shock and disbelief. I was hoping the twin thing would not continue to this extreme…The whole thing is so awful, but Metta saved my ass. I probably would have continued to ignore the lump much longer had it not been for her.”- Hanna Thompson, survivor. Read the full Today Show story: https://on.today.com/2ZG4oYN:=:https://www.today.com/health/breast-cancer-twins-35-year-old-sisters-spot-matching-tumors-t160326",,,,,
,"On #NationalGirlfriendsDay, tell us about the girlfriends who have lifted you up, cheered you on and loved you when you needed it the most! <3",,,,,
,"Give today before midnight and make 3x the impact against breast cancer! Your donations will go THREE times as far to help invest in lifesaving breast cancer research, help patients get the care they need and so much more. Donate today!",,,,,
,We know that breast cancer is hard. But you are strong! You inspire us every day. Tag someone who needs to hear these words.,,,,,
,New findings by Komen-funded researcher Dr. Rutkowski at the UVA Cancer Center shows that an unhealthy gut can contribute to the spread of breast cancer. Click the link to learn more: http://bit.ly/2K8Fn47,,,,,
,It's Men’s Health Month! Did you know that breast cancer affects men too? Learn more: http://sgk.mn/Men,,,,,
,YOU inspire us. Tell us who inspires you and why!,,,,,
,Tell us about a survivor who inspires you!,,,,,
,"National Volunteer Appreciation week is April 7-13. As we get ready to kick off the week, we want to take a moment to acknowledge, celebrate and thank our Susan G. Komen volunteers. #VolunteerAppreciationWeek",,,,,
,Tag someone who needs to hear this today. <3 #MotivationalMonday,,,,,
,"Through all your ups and downs, share with us your favorite quote, verse or song that helped you along your journey. Inspire someone else who needs it! #MotivationalMonday",,,,,
,"“Many, like myself, were not aware that breast cancer affects men too…I underwent a right-side mastectomy and the removal of 27 lymph nodes. Four rounds of chemotherapy followed.” -Kurt Deangelis, male breast cancer survivor. http://sgk.mn/2zxup0r Thank you, Kurt, for courageously telling your story and helping educate people everywhere about how breast cancer also affects men.",,,,,
,"“Cath is a warrior, a fighter and has a lot to live for – namely 50 more years with me. Breast cancer should really just throw in the towel early.” -Kevin Roberts, caregiver. Read Cath’s story of being the best mother and wife, even while fighting this terrible disease. Breast cancer doesn’t know who it’s messing with: http://sgk.mn/2LQaeQb",,,,,
,"Today we celebrate our parents, who have been there for us through the good and the bad. Tell us about a special memory with your parent(s).<3 #NationalParentsDay",,,,,
,"Don't wait! Today's the last day you can enter to win dinner with Jason Aldean at his Nashville restaurant. For real! It's all to support the fight against breast cancer, so enter now: http://bit.ly/Jason-Nashville-Restaurant-You",,,,,
,"""#DearMom, your breast cancer fight inspired me to sew every day so that no daughter has to spend a Mother’s Day without her mom."" - Jordan Phillips, co-survivor Watch how Jordan chose to take action against breast cancer: https://bit.ly/2so4qov",,,,,
,"“Power. Grace. Wisdom. Wonder. That’s it. That’s how I’m going to get through this battle. I may not be Wonder Woman, but I can be me. And that’s good enough.”-Ashley May Orf, breast cancer survivor. Let’s show her some support! http://sgk.mn/2F1cjV6",,,,,
,Support is so important. Tag a friend who you are cheering on! Komen.org #MoreThanPink #MotivationalMonday,,,,,
,"In this powerful video Felicia Johnson talks about the devastating impact breast cancer has had on her life, affecting 11 women in her family. You will also hear from Komen Scientific Advisory Board member, Dr. Lisa Newman who discusses her focus on triple negative breast cancer and its impact on the African American community: http://abcn.ws/2x0VI07:=:http://abcnews.go.com/Health/felt-monster-chasing-us-woman-speaks-11-people/story?id=49215462",,,,,
,"Shout out to all the girls out there lifting each other up, cheering each other on and loving each other well. Today, on National Girlfriends Day, tell us why your girlfriends mean the world to you!",,,,,
,"In the month of March, thanks to our loyal supporters, the Milburn Foundation and the Inflammatory Breast Cancer (IBC) Research Foundation, we raised nearly $550,000 to fund research into IBC as well as other critical breast cancer research and community health programs. THANK YOU for your support and learn more about this partnership and investment: http://sgk.mn/2qdUBau",,,,,
,"Day in and day out, Dr. Priscilla Brastianos is racing against the clock to change the face of metastatic breast cancer, in honor of her mother and grandmother. These two incredible women in her life, and every woman she’s seen fight this terrible disease, are what have made Dr. Brastianos’ research personal. This Mother’s Day, she celebrates both of their lives and the impact they’ve made on her career path to end this disease forever. Spread the love to your mom & tell us your favorite #MomandMe moment!",,,,,
,"“It is really, really important to continue to get research funding into metastatic disease. This is a question that's really complicated, because now we're dealing with the whole physiology of the body. We're not just talking about what goes on in the breast, but we're talking about what goes on systemically.” –Dr. Alana Welm, Komen Scholar. Learn more about the breakthrough research Komen is funding: http://sgk.mn/2ntI2ZW.:=:http://ww5.komen.org/WhatWeDo/WeFundResearch/ResearchAccomplishments/ResearchAccomplishments.html",,,,,
,"“I’m very excited about our recent work – funded by Komen! I believe we’ve identified a key pathway that leads to cell death that may represent the Achilles’ heel of these ‘stem-like’ breast cancer cells. These are the cells we believe play an important role in breast cancers that have metastasized (or spread to other parts of the body) or returned long after treatment has ended.” - Dr. Jay Desgrosellier, Komen Young Investigator. Learn more about the breakthrough research Komen is funding: http://sgk.mn/2ntI2ZW",,,,,
,"Jen’s grandmother is a breast and ovarian cancer survivor, who just turned 88. A few years ago, Jen’s mom discovered she and her mother both had the BRCA1 gene mutation. Last year, Jen found out she, too, had the genetic mutation. She is walking the Susan G. Komen 3-Day this year after learning the prevalence of the disease in her family! Learn more about why she’s walking the 3-Day, in addition to her personal connection to the cause. http://bit.ly/2oDN7wl:=:https://blog.the3day.org/2017/03/22/meet-jen-b-3-day-walker/",,,,,
,We Race for those affected by breast cancer and for our future generations. Sign up for a Race for the Cure near you and make an impact in the fight against this terrible disease! Who do you Race for? Http://sgk.mn/1DpStkp,,,,,
,"Don’t miss out on our 30-Day Fundraiser Challenge ending March 2, 2017! There’s still time to help us support research and community programs to achieve health equity in underserved communities. By raising $150 for Komen, you’ll receive a More Than Pink stainless steel tumbler! Get started today: komen.org/fundraise",,,,,
,"If you’ve thought about fundraising for the fight against breast cancer, there’s never been a better time to do so! Starting February 1, 2017 through March 2, 2017, if you raise $150 for Komen, you will receive a More Than Pink stainless steel tumbler. Think about it – it’s really just $5 per day, which is equivalent to your morning coffee. Don’t miss out – register today: komen.org/fundraise",,,,,
,We support Young Survival Coalition in shedding light on those living with metastatic breast cancer during National Breast Cancer Awareness Month. 12K is too many. #12Ktoomany,,,,,
,"Tomorrow is Metastatic Breast Cancer Awareness Day! Join us for a Twitter chat, along with the Metastatic Breast Cancer Network and Living Beyond Breast Cancer to learn more about the disease. Follow along using #MetsBCChat! #MoreThanPink",,,,,
,"Have questions about breast cancer? Our breast cancer helpline provides free, professional support services to anyone with breast cancer questions or concerns, including survivors and their families. Don't wait to call! 1-877-GO KOMEN or 1-877-465-6636. Calls are answered Monday-Friday from 9:00 a.m. to 10:00 p.m. EST (6:00 a.m. to 7:00 p.m. PST)",,,,,
,"Many of us have a story behind why we Race. Tell us what inspires you to Race for the Cure! If you haven’t already, sign up for an event near you: http://bit.ly/28N0Bmu",,,,,
,"This Memorial Day, and every day, we are grateful to those who have sacrificed to serve our country. #MemorialDay",,,,,
,Knowing what is normal for you may help you see or feel changes in your breasts that should be reported to a doctor. Learn more about the warning signs of breast cancer: http://sgk.mn/yP4Dwy #NWHW,,,,,
,"Today is National Healthcare Decision Day! If you're facing a chronic illness, it's important to think about advanced care planning to ensure that your wishes and preferences are consistent with the treatment you might receive if you're unable to make your own decisions. Learn more: http://sgk.mn/1SkY2SU",,,,,
,Share your story of strength with us! http://sgk.mn/1uQX5eo #MotivationalMonday <3,,,,,
,May this be true on St. Patrick's Day and every other day! Share with your loved ones. <3,,,,,
,"In honor of Women’s History Month, Komen President and CEO Judith A. Salerno discusses the accomplishments of women that have changed the way women think about, react to, and treat and prevent breast cancer in her recent Huffington Post blog: http://huff.to/1U1YjQP #WomensHistoryMonth",,,,,
,Pledge to make a difference in the lives of others. Learn how Komen can help you do that! Komen.org #MotivationalMonday,,,,,
,"We love this message from Royce Epstein, breast cancer survivor & Mohawk Group employee. We are so glad that, through our partnership with Mohawk, survivors are empowered to share their stories! http://bit.ly/1Urdz6j",,,,,
,Do you agree that these are breast cancer’s last days? Create your #BreastCancerClapback video and add the donate button to your post. Learn how you can help in the fight against breast cancer: Komen.org/Unacceptable:=:https://ww5.komen.org/unacceptable/,,,,,
,Happy Sunday! Reminder: you are beautiful! Never forget it ❤️,,,,,
,"TALBOTS supports the fight against breast cancer! Talbots commissioned three internationally renowned female artists to create a collection of beautiful silk scarves that exemplify the courage, strength, resilience & determination of women 💕 Talbots will donate 10% of the net proceeds from each scarf sold to Komen in sponsorship of the Susan G. Komen Breast Care Helpline. Check out these stunning scarves: http://sgk.mn/2RMAKyw:=:https://ww5.komen.org/talbots.aspx",,,,,
,"Komen is teaming up with luxury skincare company, Natura Bissé and the Ricardo Fisas Natura Bissé Foundation in the fight against breast cancer! As part of this alliance, we'll provide education, training and resources to those undergoing oncology treatments, as well as providers, caregivers and aestheticians. ""For nearly four decades Susan G. Komen has worked to meet the most critical needs of our breast cancer community. Through this partnership we are able to help improve the quality of life for anyone touched by breast cancer, while also raising funds essential to our efforts to help people live longer, better lives.”- Paula Schneider, President & CEO, Susan G. Komen. Learn more: http://sgk.mn/3jELJpP:=:https://ww5.komen.org/naturabisse.aspx",,,,,
,"""On bad days, I always remember this quote: 'It’s ok to fall apart sometimes. Tacos fall apart and we still love them!' During this journey, I have often felt like the cracked taco, trying to hold my shell together. What has helped me most is reaching out to those who offered to help – letting them be the awesome 'fillings' to my broken shell."" Stacy Stanford, breast cancer survivor. More of Stacy's story: http://sgk.mn/30UHM8r:=:https://blog.komen.org/blog/kindness-comes-full-circle/ What or who helped you through your experience with breast cancer? Let us know in the comments.",,,,,
,"""Dear Mama, thank you for all that you were! Thank you for teaching me to be kind. Thank you for showing me how to be an amazing mother. Your legacy will live on forever!"" -Tracy, in honor of her mom, Rene Weaver. To all those suffering from the loss of a loved one, we are here for you. Fighting for the cures in honor of women, like Rene. ❤️",,,,,
,"""I was 41 when I was diagnosed with ductal carcinoma invasive and lobular carcinoma in situ on June 27, 2014...I didn't have a lump or any change and would not have known if I hadn't gone in for my mammogram...I put my mammogram off for a year because cancer has always terrified me. My suggestion to everyone out there is to just get your mammograms. Early detection really does save lives. It saved mine.""- Penny Farris, breast cancer survivor. Learn more about lobular breast cancer: http://sgk.mn/34tRGxJ",,,,,
,"Under current law, patients are subject to waiting 5 months for Social Security Disability Insurance (SSDI) and 24 months for Medicare benefits. This is unacceptable. Use your voice and ask your representative to cosponsor the MBC Access to Care Act so patients don't have to wait: https://p2a.co/1IAk8fo #KomenAdvocacy",,,,,
,"""On Oct 2017 after cleaning up my son’s first birthday party, my husband and I put the kids to bed and settled into our typical end-of-the-weekend ritual: watching Sunday Night Football. It was October and there it was—ALL the pink. I decided to do a breast self-exam that later saved my life,""- Nicole Biberstine, breast cancer survivor. Read more: http://sgk.mn/33CfLCV",,,,,
,"Metastatic breast cancer took the lives of Angelina Jolie’s mom, grandmother and aunt—that is #unacceptable. Read more about how her family history of breast cancer has impacted her life and medical choices in this Today Show article: https://on.today.com/2WTl5PG:=:https://www.today.com/health/angelina-jolie-opens-about-how-her-mom-s-breast-cancer-t165593?cid=sm_npd_td_fb_ma&fbclid=IwAR2JKN_8w9Jd95_0ZFsx0T7RHnprFV8fhnvZGEb8luaP6ufHajsvEJ3rxc4",,,,,
,"Most 16-year-old girls are worried about getting their driver's license and studying for exams. When Nikia Hammonds Blakely was 16, she had to worry about surviving breast cancer. Nikia now has no evidence of disease and has dedicated her life to taking action against breast cancer. Read about her journey with this #unacceptable disease at such a young age: http://sgk.mn/2BEvaqr:=:https://ww5.komen.org/Blog/Battling-Breast-Cancer-at-16/",,,,,
,"""At just 29 years old, Lauren Mandell discovered a lump on her breast and was soon diagnosed with stage 3 breast cancer, facing a long road of chemotherapy, surgeries and rounds and rounds of radiation, among other treatments...Though some might find it surprising, Mandell considers her cancer diagnosis a blessing in disguise, and now serves with an organization helping others fighting their own battles.""",,,,,
,"With nearly 50% of women needing follow-up diagnostic exams after a #breastcancer screening, many may forgo or delay the needed exams due to the out of pocket costs. Help Susan G. Komen Advocacy eliminate this barrier to care: https://p2a.co/HsSahIa",,,,,
,"On this day, we honor the life of the beloved Susan ""Suzy"" Goodman Komen, who we lost at the age of 36 to metastatic breast cancer. Each and every day, we will continue to fight relentlessly to end this awful disease that took Suzy and continues to take the lives of far too many women and men.",,,,,
,"Amanda was six months pregnant when she was diagnosed with breast cancer. Unable to accept the possibility she wouldn't be around to see her girls grow up, Amanda found strength through the support of her family, community, and the support of people like you. She had a healthy baby girl, and now she has no evidence of the disease. Support for people like Amanda is only possible with the help of people like you. Right now, thanks to a matching gift, your donation will make twice the difference. Donate now to end breast cancer forever http://bit.ly/2XG5LZw",,,,,
,"Alicia Cook is a wife, mother of two, and two-time breast cancer survivor, who was diagnosed at the age of 34 with stage II triple negative breast cancer. Then, after losing her sister and other family members to this terrible disease, she became a breast cancer advocate. Read more about how she’s taking action: http://sgk.mn/2LITk9C",,,,,
,"To those who have sacrificed for our freedom, we are forever grateful. Today we remember and honor you. <3 #MemorialDay",,,,,
,"We lost Valynda to metastatic breast cancer in 2018. It's #unacceptable that women and men continue to lose their lives to this terrible disease. We will not stop until we find the cures, in honor of those we've lost and those still fighting for their lives. Give today and double the difference you make, thanks to an anonymous matching gift up to $500K! #AreYouIn? bit.ly/2BsFQaJ",,,,,
,"It’s #unacceptable that nearly 250,000 women and men in the U.S. will be diagnosed with breast cancer this year. Join us in reducing breast cancer deaths by half by 2026. Join our fight. Save lives: Komen.org/unacceptable",,,,,
,"If you or someone you love has been touched by breast cancer, then you know firsthand that breast cancer is #unacceptable. Join our fight. Save lives. Add this filter to your profile photo.",,,,,
,"“Dear Mom, from the moment I was born, you have been my biggest cheerleader and my fiercest protector. I’m working every day to protect you from another fight against breast cancer. I’m always in your corner cheering you on!” – Laurel Pointer, co-survivor. How was your mom there for you?",,,,,
,"“I had a mass but no family history…as a collegiate athlete, I exercised regularly. My genetic BRCA1 and 2 tests were negative. I had no classic risk factors. But most importantly, I did not have time in my life for the Big C! I was burdened with graduate school loans, living in a dorm, away from family. Single and ready to mingle!” – Renee Wilson, breast cancer survivor. Read more about how a breast cancer diagnosis entered her life at a time when she was pursuing her dream to become a Physician Assistant. http://sgk.mn/2Hwex59",,,,,
,"Now through March 31, every dollar you donate can make twice the impact for inflammatory breast cancer (IBC) research. Two of our generous supporters – the Milburn Foundation and the Inflammatory Breast Cancer (IBC) Research Foundationt – are teaming up to match all donations made up to a total of $50,000 to help us meet our fundraising goal of $250,000. Donate today to make your impact in the fight against breast cancer: http://bit.ly/2GUr5hV",,,,,
,"""Little did I know, she'd (Tiffany) become my real life Wonder Women...She'd complete her treatments and on the same evening, help her daughters get ready for school formals, dance team tryouts and parties."" - Arianne Cousin, Simon employee, who lost her sister to breast cancer in 2011 at 42 years old. It's survivors, like Tiffany, who inspire the Shop Simon family to fight back against breast cancer. This October, Simon is offering customers the opportunity to receive a discount card (up to 25% off one item) valid at each participating store by making a $10 donation to benefit Komen. Make a donation today or visit the Guest Services desk at your location to get your discount card! http://bit.ly/2gq0rTr:=:https://secure.info-komen.org/site/Donation2?df_id=19713&mfc_pref=T&19713.donation=form1 #MoreThanPink",,,,,
,"“That's because despite the emotional impact of a mastectomy and chemo treatments that robbed her of her appetite and hair, the 34-year-old mother of two has refused to let the disease steal her zest for life.” Read more about Kristin Pretorius who is inspiring people around the world as she documents her battle with breast cancer.",,,,,
,Kathy will be one of the One Million men and women supporting Komen and Manduka's project:OM Mother’s Day weekend (May 12-14). Learn more about how yoga helped Kathy heal and how you can make a difference this Mother's Day: http://sgk.mn/2pz0z5Z #projectOM,,,,,
,Batter up! MLB is going to Bat Against Breast Cancer with the Honorary Bat Girl contest. Nominations and voting end on April 12. Nominate yourself or a loved one for an opportunity of a lifetime! www.honorarybatgirl.com,,,,,
,Have a safe and happy #NewYears Eve!,,,,,
,"Teenaged friends Dylan Whitesel and Sanzio Angeli had a cause: to support Dylan’s mother, who had been diagnosed with stage IV metastatic breast cancer when he was in the 7th grade, and to help fight breast cancer in a big way. Through Rocket4TheCure, they broke a world record simultaneously launching nearly 4,000 rockets, which people could sponsor in honor or memory of a loved one. Their successful fundraiser allowed them to donate $20,000 to Komen Central Virginia. Dylan and Sanzio are #MoreThanPink. http://sgk.mn/2cVDDH7",,,,,
,"Throughout the month of October, Simon Malls is offering customers the opportunity to receive a discount card (up to 15-25% off one item) valid at each participating store by making a $10 donation to benefit Komen. Please visit the Guest Services desk at your location to learn how you can be #MoreThanPink http://sgk.mn/2dkp5oa",,,,,
,"Keep #breastcancer risk top of mind, get screened regularly, know what's normal for you and make healthy lifestyle choices! Learn more: http://sgk.mn/1VO636G #HispanicHeritageMonth",,,,,
,Today kicks off Hispanic Heritage Month! Follow along with us this month to learn more about the breast cancer statistics and risks for Latino men and women. http://sgk.mn/1VO636G #HispanicHeritageMonth,,,,,
,"Loved watching our incredible partner, Jason Aldean, on Good Morning America this morning! We’re just as excited as he is about his upcoming Concert for the Cure at the Grand Ole Opry on October 25. http://abcn.ws/2blyGq0:=:http://abcnews.go.com/GMA/video/jason-aldean-talks-hit-tour-breast-cancer-awareness-41661854",,,,,
,,,,,,
,Don’t underestimate the impact of a handwritten note. Send us your words of hope for a survivor and we’ll handwrite a letter of strength to brighten their day! http://bit.ly/lettersofstrength #LettersOfStrength,,,,,
,Give a survivor you love a personalized gift with their monogram! ShopKomen.com,,,,,
,This is a reality that we're working every day to change. Learn more about your breast cancer risk: http://sgk.mn/risks,,,,,
,"It's a great feeling after finishing a Race for the Cure, especially knowing that you've made a difference! Join us for a Race in your area: http://bit.ly/28N0Bmu. Who will we see out at a Race for the Cure this year?",,,,,
,"In celebration of their stories, NBC UNIVERSO & Telemundo are honoring breast cancer survivors through Komen’s “Historias de Héroes” Survivor Essay Contest! From June 20-July 15, you can nominate yourself or a loved one to be entered to win a trip to Miami, FL to attend Premios Tu Mundo with a guest and be featured on TV as part of Komen’s breast cancer awareness campaign. Learn more (US 18+ Regs): http://sgk.mn/1YcRHiU #HistoriasdeHéroesContest",,,,,
,Educate the men in your life about the warning signs of breast cancer. Learn more here: http://sgk.mn/Men #MensHealthWeek,,,,,
,"While one in 1,000 men will be diagnosed with breast cancer, it’s still important for them to know their risk. Learn more about the warning signs of male breast cancer: http://sgk.mn/1Ubaki4 #MensHealthWeek",,,,,
,Calling all photographers! What inspires YOU in the fight against breast cancer? Share your original photos of what inspires you by April 4 – and they could appear in our 2017 calendar! http://bit.ly/1XygPhm,,,,,
,"This World Cancer Day, we connected with breast cancer researchers and patient advocates around the world to discuss the importance of the patient voice in the research process, the biggest hurdles in cancer research, and more.",,,,,
,"At age 30, a breast cancer diagnosis was the last thing on Lorraine's mind. Breast cancer has no boundaries. It's #unacceptable that currently 1 in 8 women in the U.S. will develop breast cancer in her lifetime. Who's your one? https://ww5.komen.org/yourone/",,,,,
,"In case you missed it... Dolly Parton, Jordin Sparks, Rita Wilson, Sara Evans, and Monica came together to create an anthem for the breast cancer community. In this song, these talented women imagine a future when no one loses someone to breast cancer and ""PINK is just another color."" Listen today: https://blog.komen.org/blog/pink-as-another-color/ P.S.- Happy birthday Dolly!",,,,,
,"We are proud to partner with Merck to bring the words of Komen's President & CEO, and breast cancer survivor, Paula Schneider to life in the form of a video to her former self. Hear how her experience has inspired and been inspired by so many members of our community, and visit Merck's cancer support platform, Your Cancer Story, for more breast cancer stories and resources: https://bit.ly/36Z2oRU:=:https://www.yourcancerstory.com:443/?utm_source=komen&utm_medium=social&utm_campaign=YCS&utm_content=Phase2Launch",,,,,
,"It's New Year's Eve! May 2021 bring you love, laughter and good health ❤️ We're looking forward to more progress in the fight against #breastcancer this coming year. We are forever grateful for your support!",,,,,
,"Syracuse University basketball star Tiana Mangakahia was diagnosed with invasive ductal carcinoma in June of 2019. After recovering from 8 rounds of chemo and two operations, Tiana returned to the court over the weekend. She had 16 points, 7 rebounds, 4 steals, and 3 assists! Read more of this incredible story: https://es.pn/2VhdJFI:=:https://www.espn.com/womens-college-basketball/story/_/id/30417390/syracuse-women-hoops-star-tiana-mangakahia-scores-16-return-breast-cance",,,,,
,"""I am fighting to join the ranks of survivorship! My game plan is to continue to hope against all odds; dream in response to fear, and survive in the face of adversity! I've discovered in my darkest hours, that 'what lies within' me is tenacity, an unexplainable sense of humor, resilience, a liberating boldness that I did not have before, and a joyful presence and courage.""- Renee Wilson, breast cancer survivor http://sgk.mn/3eR2a13:=:https://www.komen.org/share-your-story/renee-wilson/ Renee, your positive attitude is an inspiration. Komen community- What lies within you? Let us know in the comments.",,,,,
,"Ashley Green will never forget the moment she learned the lump in her breast was stage IV breast cancer. She was diagnosed with MBC when she was just 25 years young. Her story is a reminder that at no matter what age, you should report any changes in your breasts to a doctor immediately http://sgk.mn/3jBKlV3:=:https://ww5.komen.org/Breast-Cancer-Stories/Ashley-Green.html Komen community- what advice or words of encouragement do you have for Ashley? Drop us a line or two below 👇",,,,,
,We're committed to investing in metastatic breast cancer research. We thank all of our supporters who make this possible-- We can't do it without you. Learn more about the fight against metastatic breast cancer: https://mbc.komen.org/,,,,,
,"What are you doing tomorrow at 11:00 am CT?! Join us live on Facebook for an exciting conversation about the importance of electing officials who will support policies that protect breast cancer patients. Our panelists Nicole Robinson, Kimberly Crist and Jordan Rathkopf will share their personal experiences with breast cancer and the gaps that policymakers can address to ensure access to equitable care. We look forward to answering your questions!",,,,,
,"""Susan G. Komen has truly transformed the world's support for breast cancer research and awareness. WWE is exceptionally proud to continue our partnership with Komen and be at the forefront of this movement, as we continue to utilize our global platforms to raise awareness and funds for a disease that affects so many people."" - Stephanie McMahon, Chief Brand Officer, WWE. WWE is working with us this October to give moments of strength to breast cancer patients and survivors through fundraising. Join us: http://bit.ly/2TMUm4b:=:https://www.facebook.com/SusanGKomen/fundraisers/?create&source=nonprofit_short_url&source_data%5Breferral_source%5D",,,,,
,Did you know breast cancer is the most common cancer diagnosed in Hispanic/Latinx women? Learn more about what you can do to decrease your risk: http://sgk.mn/2YIBNki:=:https://ww5.komen.org/BreastCancer/LowerYourRisk.html #HispanicHeritageMonth,,,,,
,"Sheila McGlown is living with metastatic breast cancer and is a strong advocate for participation in clinical trials among Black women. ""This is research that is going to help us. It's not only helping me, but it's going to help generations, 10, 15 years from now...It's about educating the African American community about clinical trials and making sure they have the information needed to make decisions about their care. Clinical trials are not always a last resort, it wasn't for me.""- Sheila. Learn more: http://sgk.mn/3fVCYoP:=:https://blog.komen.org/blog/sheila-mcglown-offers-advice-for-increasing-participation-in-clinical-trials-among-black-women/",,,,,
,"""This disease turns your life upside down, but I have met some very inspirational people so far. I have a massive social media network of support and an amazing husband, work colleagues and family. Without him and them, things would be much harder,""- Michelle Teale, breast cancer survivor http://sgk.mn/2Kk4fVx:=:https://ww5.komen.org/Breast-Cancer-Stories/Michelle-Teale.html Michelle, your positive attitude is inspiring! Show her some love in the comments below.",,,,,
,"2020, we're ready for you! To some, a new year means a new chapter and a fresh start. What does the new year mean to you? Tell us in the comments below.",,,,,
,"Melissa found out she had breast cancer when she was with her children at a Christmas party. After her doctor delivered the news, she had to go back into the party and hide her shock and fear from her kids. Join the giving movement on December, 3, Giving Tuesday. Donate to Susan G. Komen so that no other mothers have to hear the words, ""you have breast cancer.""",,,,,
,"""On March 8th, 2013, I found out that I was pregnant with a baby girl. Then the next day, March 9th, I found out that I had breast cancer. My life was turned upside down. I met with my doctor and we started chemotherapy a week later, so I went through chemotherapy being pregnant.""- Aimee Parani, breast cancer survivor. Read more of Aimee's story: http://sgk.mn/2MPQuOv",,,,,
,National Breast Cancer Awareness Month is about bringing awareness to the realities of breast cancer and taking action against this horrible disease. Commit today to do more in 2020 at the Susan G. Komen 3-Day. Devote 3 days to walking 60 miles in support of the families affected by breast cancer. Register now for the lowest price of the season! http://bit.ly/31GOAF5,,,,,
,People living with bone metastases are at risk for things like bone fractures or spinal cord compression. Don’t wait to talk with your doctor about bone strengthening treatments. Get the facts on bone protection: http://sgk.mn/2Hj7ZEI,,,,,
,How can we best serve you? A) Share survivor & patient stories B) Provide breast cancer education C) Explain how Komen is taking action D) Share ways to get involved. Tell us your answer below!,,,,,
,This is a question many of us ask ourselves. Learn more about factors that may affect your breast cancer risk and actions you can take to reduce it:http://sgk.mn/2KvKnk4,,,,,
,"Step therapy, also known as fail first, is harmful to patients and can force them to fail on potentially less effective treatments before receiving the one prescribed. Join us for our next Patients' Access webinar THIS Thursday at noon CST to learn how you as a patient can fight back if this happens to you and what Susan G. Komen Advocacy is doing across the country to stop this: https://ringcentr.al/2Y2UW0Q",,,,,
,""" It was a beautiful Saturday the sun was out there was a gentle breeze and the birds were singing in the trees. As we all sat around enjoying drinks and talking about past times and memories, the reality of the diagnosis loomed heavy in the air that day. Mom said she wasn't ready to give up just yet. Mom died 4 days later in my arms.""- Todd Christenson, supporter. Read more stories like Todd's here http://sgk.mn/2H5OC1c",,,,,
,Where does your strength come from? Tell us your story: http://sgk.mn/2uRiGJR #MotivationalMonday,,,,,
,"If you’ve been diagnosed with breast cancer - we’re so sorry to hear about your diagnosis. It’s completely normal to have the feelings of being lost or confused but please know that you are NOT alone in this. Our trained and caring staff provides free support services to anyone with breast cancer questions or concerns, including survivors and their families Monday through Friday from 9:00 a.m. to 10:00 p.m. ET and from 6:00 a.m. to 7:00 p.m. PT. You can contact our helpline at 1-877 GO KOMEN (1-877-465-6636) or helpline@komen.org. We are here for you as you go through this unwanted journey. <3",,,,,
